Original Filename,Shot Filename,Total Number of Keyframes,Keyframes in Shot,Keyframes per Second (Shot),Total Original Time,Start Time,End Time
167_0_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,167_172_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,2941,6,1.4150943396226385,1743.323,1607.8,1612.04
167_0_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,167_173_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,2941,44,1.7741935483871,1743.323,1612.04,1636.84
167_0_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,167_174_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,2941,5,1.4204545454545527,1743.323,1636.84,1640.36
167_0_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,167_175_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,2941,6,1.1538461538461438,1743.323,1640.36,1645.56
167_0_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,167_176_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,2941,12,1.0948905109489016,1743.323,1645.56,1656.52
167_0_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,167_177_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,2941,41,1.4941690962099097,1743.323,1656.52,1683.96
167_0_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,167_178_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,2941,32,2.366863905325447,1743.323,1683.96,1697.48
167_0_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,167_179_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,2941,6,1.1194029850746479,1743.323,1697.48,1702.84
167_0_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,167_180_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,2941,11,1.1956521739130375,1743.323,1702.84,1712.04
167_0_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,167_181_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,2941,18,2.3195876288659822,1743.323,1712.04,1719.8
167_0_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,167_182_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,2941,9,1.3554216867469675,1743.323,1719.8,1726.44
167_0_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,167_183_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,2941,20,1.5479876160990897,1743.323,1726.44,1739.36
167_0_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,167_184_1CF946D5-2FE-0011C-0000156D-1CF8BF1D.webm,2941,5,1.2616704516779602,1743.323,1739.36,1743.323
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_1_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,198,2.5502318392581143,1217.363,0,77.64
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_2_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,110,2.525252525252525,1217.363,77.64,121.2
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_3_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,38,3.2758620689655147,1217.363,121.2,132.8
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_4_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,6,2.027027027027041,1217.363,132.8,135.76
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_5_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,115,2.4468085106382977,1217.363,135.76,182.76
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_6_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,154,2.4153074027603507,1217.363,182.76,246.52
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_7_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,115,2.6231751824817517,1217.363,246.52,290.36
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_8_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,232,2.3957042544403144,1217.363,290.36,387.2
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_9_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,154,2.10038188761593,1217.363,387.2,460.52
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_10_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,134,2.417027417027415,1217.363,460.52,515.96
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_11_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,84,2.282608695652177,1217.363,515.96,552.76
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_12_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,135,2.5261976047904167,1217.363,552.76,606.2
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_13_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,152,2.342786683107275,1217.363,606.2,671.08
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_14_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,67,2.221485411140586,1217.363,671.08,701.24
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_15_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,24,2.8037383177570274,1217.363,701.24,709.8
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_16_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,58,2.6951672862453413,1217.363,709.8,731.32
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_17_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,33,3.0109489051095104,1217.363,731.32,742.28
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_18_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,15,2.8409090909091055,1217.363,742.28,747.56
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_19_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,39,2.7234636871508284,1217.363,747.56,761.88
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_20_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,41,2.549751243781088,1217.363,761.88,777.96
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_21_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,17,3.4274193548387633,1217.363,777.96,782.92
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_22_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,29,1.8782383419689053,1217.363,782.92,798.36
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_23_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,79,2.396844660194172,1217.363,798.36,831.32
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_24_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,66,2.078085642317381,1217.363,831.32,863.08
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_25_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,21,2.3333333333333335,1217.363,863.08,872.08
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_26_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,18,2.25,1217.363,872.08,880.08
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_27_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,44,1.8644067796610242,1217.363,880.08,903.68
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_28_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,36,2.4064171122994593,1217.363,903.68,918.64
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_29_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,27,1.885474860335189,1217.363,918.64,932.96
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_30_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,70,2.157829839704073,1217.363,932.96,965.4
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_31_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,39,2.8846153846153886,1217.363,965.4,978.92
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_32_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,62,2.654109589041094,1217.363,978.92,1002.28
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_33_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,34,2.401129943502811,1217.363,1002.28,1016.44
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_34_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,127,2.285817134629232,1217.363,1016.44,1072.0
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_35_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,47,2.2003745318352164,1217.363,1072.0,1093.36
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_36_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,17,1.8640350877192742,1217.363,1093.36,1102.48
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_37_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,20,1.7064846416382213,1217.363,1102.48,1114.2
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_38_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,69,2.5978915662650657,1217.363,1114.2,1140.76
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_39_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,25,1.8825301204819316,1217.363,1140.76,1154.04
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_40_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,36,2.8662420382165728,1217.363,1154.04,1166.6
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_41_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,18,1.9396551724137512,1217.363,1166.6,1175.88
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_42_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,21,3.0,1217.363,1175.88,1182.88
168_0_1CF95046-013-00127-0000156D-1CF8BF1D.webm,168_43_1CF95046-013-00127-0000156D-1CF8BF1D.webm,2894,68,1.9719861960966303,1217.363,1182.88,1217.363
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_1_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,9,1.829268292682927,333.003,0,4.92
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_2_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,22,2.925531914893617,333.003,4.92,12.44
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_3_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,11,1.8333333333333328,333.003,12.44,18.44
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_4_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,4,1.0416666666666667,333.003,18.44,22.28
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_5_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,21,2.343750000000001,333.003,22.28,31.24
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_6_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,4,1.5151515151515127,333.003,31.24,33.88
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_7_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,16,2.6666666666666665,333.003,33.88,39.88
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_8_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,5,1.9531250000000038,333.003,39.88,42.44
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_9_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,3,1.5,333.003,42.44,44.44
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_10_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,12,2.1739130434782594,333.003,44.44,49.96
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_11_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,4,1.8518518518518547,333.003,49.96,52.12
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_12_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,13,2.708333333333331,333.003,52.12,56.92
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_13_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,10,2.5510204081632644,333.003,56.92,60.84
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_14_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,6,1.785714285714286,333.003,60.84,64.2
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_15_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,13,1.98170731707317,333.003,64.2,70.76
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_16_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,5,1.4880952380952384,333.003,70.76,74.12
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_17_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,4,1.2500000000000044,333.003,74.12,77.32
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_18_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,4,1.612903225806449,333.003,77.32,79.8
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_19_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,5,1.225490196078432,333.003,79.8,83.88
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_20_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,7,1.6203703703703676,333.003,83.88,88.2
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_21_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,5,1.1792452830188693,333.003,88.2,92.44
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_22_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,5,1.0593220338983054,333.003,92.44,97.16
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_23_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,5,1.3888888888888855,333.003,97.16,100.76
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_24_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,22,2.4553571428571446,333.003,100.76,109.72
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_25_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,23,2.5669642857142834,333.003,109.72,118.68
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_26_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,19,1.8774703557312244,333.003,118.68,128.8
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_27_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,3,1.4150943396226574,333.003,128.8,130.92
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_28_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,12,1.9736842105263117,333.003,130.92,137.0
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_29_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,10,1.3020833333333321,333.003,137.0,144.68
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_30_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,5,1.3020833333333321,333.003,144.68,148.52
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_31_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,12,2.173913043478268,333.003,148.52,154.04
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_32_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,16,2.409638554216862,333.003,154.04,160.68
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_33_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,14,1.5350877192982448,333.003,160.68,169.8
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_34_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,7,1.3257575757575755,333.003,169.8,175.08
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_35_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,11,1.5277777777777801,333.003,175.08,182.28
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_36_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,5,1.201923076923078,333.003,182.28,186.44
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_37_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,5,1.25,333.003,186.44,190.44
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_38_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,6,1.3392857142857173,333.003,190.44,194.92
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_39_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,22,2.477477477477471,333.003,194.92,203.8
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_40_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,7,0.994318181818183,333.003,203.8,210.84
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_41_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,14,2.134146341463414,333.003,210.84,217.4
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_42_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,5,1.388888888888891,333.003,217.4,221.0
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_43_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,5,1.2755102040816366,333.003,221.0,224.92
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_44_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,11,2.5462962962962834,333.003,224.92,229.24
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_45_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,5,1.201923076923078,333.003,229.24,233.4
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_46_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,5,1.3297872340425565,333.003,233.4,237.16
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_47_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,6,1.5624999999999987,333.003,237.16,241.0
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_48_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,19,2.2196261682242984,333.003,241.0,249.56
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_49_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,6,1.1029411764705888,333.003,249.56,255.0
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_50_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,4,1.1627906976744193,333.003,255.0,258.44
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_51_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,4,1.0,333.003,258.44,262.44
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_52_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,5,0.992063492063488,333.003,262.44,267.48
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_53_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,10,1.7361111111111138,333.003,267.48,273.24
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_54_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,23,1.9039735099337773,333.003,273.24,285.32
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_55_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,5,0.992063492063488,333.003,285.32,290.36
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_56_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,7,1.1363636363636422,333.003,290.36,296.52
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_57_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,14,2.49999999999999,333.003,296.52,302.12
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_58_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,6,1.1904761904761856,333.003,302.12,307.16
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_59_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,36,2.122641509433965,333.003,307.16,324.12
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_60_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,5,1.5625000000000056,333.003,324.12,327.32
169_0_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,169_61_1CF95195-145-0012C-0000156D-1CF8BF1D.webm,597,10,1.7596339961288074,333.003,327.32,333.003
16_0_1C65C7EF-232-000C7-00000B6C-1C64E135.webm,16_1_1C65C7EF-232-000C7-00000B6C-1C64E135.webm,261,73,2.1122685185185186,140.003,0,34.56
16_0_1C65C7EF-232-000C7-00000B6C-1C64E135.webm,16_2_1C65C7EF-232-000C7-00000B6C-1C64E135.webm,261,188,1.7829538233927338,140.003,34.56,140.003
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_1_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,15,1.953125,1038.363,0,7.68
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_2_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,9,2.743902439024389,1038.363,7.68,10.96
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_3_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,22,3.481012658227848,1038.363,10.96,17.28
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_4_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,17,2.9513888888888897,1038.363,17.28,23.04
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_5_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,5,2.0833333333333317,1038.363,23.04,25.44
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_6_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,5,3.3783783783783776,1038.363,25.44,26.92
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_7_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,18,3.3834586466165413,1038.363,26.92,32.24
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_8_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,9,3.3088235294117663,1038.363,32.24,34.96
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_9_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,6,1.8750000000000024,1038.363,34.96,38.16
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_10_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,10,3.676470588235286,1038.363,38.16,40.88
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_11_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,16,3.0769230769230793,1038.363,40.88,46.08
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_12_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,18,4.245283018867923,1038.363,46.08,50.32
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_13_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,7,2.2435897435897454,1038.363,50.32,53.44
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_14_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,21,3.201219512195121,1038.363,53.44,60.0
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_15_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,19,3.8306451612903274,1038.363,60.0,64.96
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_16_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,8,2.5641025641025603,1038.363,64.96,68.08
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_17_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,16,2.259887005649718,1038.363,68.08,75.16
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_18_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,7,3.64583333333333,1038.363,75.16,77.08
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_19_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,15,3.9062499999999964,1038.363,77.08,80.92
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_20_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,31,3.621495327102803,1038.363,80.92,89.48
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_21_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,14,3.57142857142857,1038.363,89.48,93.4
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_22_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,16,3.1250000000000058,1038.363,93.4,98.52
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_23_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,4,1.2195121951219507,1038.363,98.52,101.8
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_24_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,16,1.6129032258064513,1038.363,101.8,111.72
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_25_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,11,1.4473684210526327,1038.363,111.72,119.32
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_26_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,8,2.5641025641025603,1038.363,119.32,122.44
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_27_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,2,3.1249999999999973,1038.363,122.44,123.08
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_28_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,4,4.166666666666632,1038.363,123.08,124.04
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_29_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,2,3.5714285714286476,1038.363,124.04,124.6
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_30_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,8,2.9411764705882364,1038.363,124.6,127.32
170_0_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,170_31_1CF95A5C-087-0014B-0000156D-1CF8BF1D.webm,2282,47,2.35,1038.363,127.32,147.32
